response,context,context/0,context/1,context/2,context/3,context/4,context/5
What are the reasons for less bleeding during periods?,"Yes, it’s possible. Why? Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change in your cycle could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice.",Is it normal to have a period twice in a month?,Menopause is when your periods stop due to lower hormone levels. This usually happens between the ages of 45 and 55.,What is menopause?,"Your period doesn’t have to stop you from doing things you usually do. You can still go to school, help at home, see your friends, play sports and do all the things you’d normally do.",Can I go to school during my period,"It's perfectly normal to notice some clumps from time to time during your period. These are blood clots that may contain tissue. As the uterus sheds its lining, this tissue leaves the body as a natural part of the menstrual cycle. So clots of tissue are usually nothing to be concerned about."
"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain.",What are the reasons for less bleeding during periods?,"Yes, it’s possible. Why? Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change in your cycle could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice.",Is it normal to have a period twice in a month?,Menopause is when your periods stop due to lower hormone levels. This usually happens between the ages of 45 and 55.,What is menopause?,"Your period doesn’t have to stop you from doing things you usually do. You can still go to school, help at home, see your friends, play sports and do all the things you’d normally do.",Can I go to school during my period
Are cycle-related symptoms common?,"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain.",What are the reasons for less bleeding during periods?,"Yes, it’s possible. Why? Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change in your cycle could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice.",Is it normal to have a period twice in a month?,Menopause is when your periods stop due to lower hormone levels. This usually happens between the ages of 45 and 55.,What is menopause?,"Your period doesn’t have to stop you from doing things you usually do. You can still go to school, help at home, see your friends, play sports and do all the things you’d normally do."
"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor.",Are cycle-related symptoms common?,"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain.",What are the reasons for less bleeding during periods?,"Yes, it’s possible. Why? Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change in your cycle could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice.",Is it normal to have a period twice in a month?,Menopause is when your periods stop due to lower hormone levels. This usually happens between the ages of 45 and 55.,What is menopause?
Is it normal to have no pain during periods?,"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor.",Are cycle-related symptoms common?,"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain.",What are the reasons for less bleeding during periods?,"Yes, it’s possible. Why? Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change in your cycle could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice.",Is it normal to have a period twice in a month?,Menopause is when your periods stop due to lower hormone levels. This usually happens between the ages of 45 and 55.
"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!",Is it normal to have no pain during periods?,"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor.",Are cycle-related symptoms common?,"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain.",What are the reasons for less bleeding during periods?,"Yes, it’s possible. Why? Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change in your cycle could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice.",Is it normal to have a period twice in a month?
Why Do I Feel So Full During My Period?,"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!",Is it normal to have no pain during periods?,"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor.",Are cycle-related symptoms common?,"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain.",What are the reasons for less bleeding during periods?,"Yes, it’s possible. Why? Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change in your cycle could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice."
"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active.",Why Do I Feel So Full During My Period?,"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!",Is it normal to have no pain during periods?,"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor.",Are cycle-related symptoms common?,"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain.",What are the reasons for less bleeding during periods?
What is puberty?,"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active.",Why Do I Feel So Full During My Period?,"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!",Is it normal to have no pain during periods?,"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor.",Are cycle-related symptoms common?,"Lighter periods than usual do not usually cause concern. People often find their menstrual flow varies from month-to-month, and some months are naturally lighter than others. The following factors can cause periods to be lighter than usual: a lack of ovulation, being underweight, stress, pregnancy or a medical condition. Please talk to your doctor to get individual medical advice. They can also explain how contraception methods can reduce your period pain."
"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club.",What is puberty?,"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active.",Why Do I Feel So Full During My Period?,"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!",Is it normal to have no pain during periods?,"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor.",Are cycle-related symptoms common?
How do periods affect weight,"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club.",What is puberty?,"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active.",Why Do I Feel So Full During My Period?,"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!",Is it normal to have no pain during periods?,"You are not alone! Cycle-related symptoms are experienced by about eight out of ten women at some stage during their fertile lives. If you complain about disturbances such as excessive cravings, you may experience symptoms that differ from those your sister or your best friend is suffering from. Even if your symptoms are identical to someone else‘s, you may feel them more or less intensely. If you suffer from any of these symptoms on a regular basis, always a few days before your period sets in, talk to your doctor."
"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days",How do periods affect weight,"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club.",What is puberty?,"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active.",Why Do I Feel So Full During My Period?,"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!",Is it normal to have no pain during periods?
Is Premenstrual Syndrome real?,"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days",How do periods affect weight,"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club.",What is puberty?,"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active.",Why Do I Feel So Full During My Period?,"Not every woman or girl experiences period pain. For some, menstruation is entirely painless and problem-free. Be happy if you are one of them!"
"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects.",Is Premenstrual Syndrome real?,"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days",How do periods affect weight,"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club.",What is puberty?,"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active.",Why Do I Feel So Full During My Period?
How Can I Control PMS Symptoms?,"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects.",Is Premenstrual Syndrome real?,"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days",How do periods affect weight,"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club.",What is puberty?,"When it comes, your body can hold in water and make you feel bloated. When your jeans feel a little tight, cut the salt in your diet and skip the caffeine. It can also help to stay active."
"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication.",How Can I Control PMS Symptoms?,"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects.",Is Premenstrual Syndrome real?,"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days",How do periods affect weight,"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club.",What is puberty?
Why Do I Crave Junk Food?,"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication.",How Can I Control PMS Symptoms?,"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects.",Is Premenstrual Syndrome real?,"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days",How do periods affect weight,"Between the ages of 8-15 (usually), all girls go through that life stage known as puberty. Basically, it starts with a rapid growth spurt - so you grow a few inches, your breasts bud, and then gasp - hair in new places! Finally you may notice a sticky white discharge on your underwear. It’s ok! This is just your body prepping for its first period. Once that happens, you’ve officially joined the club."
"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts",Why Do I Crave Junk Food?,"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication.",How Can I Control PMS Symptoms?,"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects.",Is Premenstrual Syndrome real?,"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days",How do periods affect weight
Should I tell my husband that I am on my period?,"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts",Why Do I Crave Junk Food?,"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication.",How Can I Control PMS Symptoms?,"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects.",Is Premenstrual Syndrome real?,"Your weight may be affected by hormonal fluctuations, water retention, snacking and not exercising because of period pains. You may gain 1 to 2kg which generally goes away within a few days"
"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics.",Should I tell my husband that I am on my period?,"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts",Why Do I Crave Junk Food?,"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication.",How Can I Control PMS Symptoms?,"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects.",Is Premenstrual Syndrome real?
Can I get pregnant if I’ve never had my period?,"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics.",Should I tell my husband that I am on my period?,"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts",Why Do I Crave Junk Food?,"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication.",How Can I Control PMS Symptoms?,"Yes, PMS (premenstrual syndrome) is not a myth! 8 out of 10 women do experience some discomfort shortly before their monthly period sets in. These symptoms are caused by the hormonal changes of the cycle and for many women they are so severe that they impact on their daily lives – both in personal and working aspects."
"Yes, you can. We have to admit it can be a bit misleading, but yes, you can get pregnant before your first period and here is why: getting pregnant is related to ovulation. Ovulation means that your ovaries release an egg which is ready to be fertilized by male sperm. Your first ovulation occurs around 2 weeks before your first menstruation.",Can I get pregnant if I’ve never had my period?,"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics.",Should I tell my husband that I am on my period?,"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts",Why Do I Crave Junk Food?,"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication.",How Can I Control PMS Symptoms?
Can menstrual irregularities lead to other health problems?,"Yes, you can. We have to admit it can be a bit misleading, but yes, you can get pregnant before your first period and here is why: getting pregnant is related to ovulation. Ovulation means that your ovaries release an egg which is ready to be fertilized by male sperm. Your first ovulation occurs around 2 weeks before your first menstruation.",Can I get pregnant if I’ve never had my period?,"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics.",Should I tell my husband that I am on my period?,"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts",Why Do I Crave Junk Food?,"You may want to exercise, skip salty foods, and cut back on caffeine the week before your period. If your mood is still tricky, talk to your doctor. They may suggest you take medication."
"The presence of menstrual irregularities can be a sign of other health problems such as thyroid disease, POI, endometriosis, PCOS, polyps, and uterine fibroids If left untreated, menstrual irregularities can lead to or contribute to other conditions. These possible conditions vary depending on the type of menstrual irregularity, but some include thickening of the lining of the uterus (called endometrial hyperplasia), low bone density, and iron-deficient anemia. It is important for a woman with a menstrual irregularity to speak to a health care provider to determine the cause of the irregularity and to receive appropriate treatment as necessary.",Can menstrual irregularities lead to other health problems?,"Yes, you can. We have to admit it can be a bit misleading, but yes, you can get pregnant before your first period and here is why: getting pregnant is related to ovulation. Ovulation means that your ovaries release an egg which is ready to be fertilized by male sperm. Your first ovulation occurs around 2 weeks before your first menstruation.",Can I get pregnant if I’ve never had my period?,"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics.",Should I tell my husband that I am on my period?,"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts",Why Do I Crave Junk Food?
Can menstrual irregularities lead to cancer?,"The presence of menstrual irregularities can be a sign of other health problems such as thyroid disease, POI, endometriosis, PCOS, polyps, and uterine fibroids If left untreated, menstrual irregularities can lead to or contribute to other conditions. These possible conditions vary depending on the type of menstrual irregularity, but some include thickening of the lining of the uterus (called endometrial hyperplasia), low bone density, and iron-deficient anemia. It is important for a woman with a menstrual irregularity to speak to a health care provider to determine the cause of the irregularity and to receive appropriate treatment as necessary.",Can menstrual irregularities lead to other health problems?,"Yes, you can. We have to admit it can be a bit misleading, but yes, you can get pregnant before your first period and here is why: getting pregnant is related to ovulation. Ovulation means that your ovaries release an egg which is ready to be fertilized by male sperm. Your first ovulation occurs around 2 weeks before your first menstruation.",Can I get pregnant if I’ve never had my period?,"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics.",Should I tell my husband that I am on my period?,"We're not sure what exactly causes cravings and other PMS symptoms, but it seems like hormones are involved. Some women really want foods like ice cream, chocolate, and potato chips when their period comes. Need something sweet? Reach for fruits instead. Want fatty, fried, or greasy foods? Choose healthier fatty foods like salmon and nuts"
"Menstrual irregularities are often a sign of an underlying condition and, in some cases, the underlying condition may be associated with a higher risk for cancer. For example, absent and irregular periods associated with estrogen production but no progesterone production are associated with endometrial cancer in about 14% of women, if the problem is recurrent.3 Women who experience irregular periods on a frequent basis may also have a higher risk of ovarian cancer after age 70.4 Menstrual irregularities such as heavy or prolonged menstrual bleeding are not known to be associated with cancer.",Can menstrual irregularities lead to cancer?,"The presence of menstrual irregularities can be a sign of other health problems such as thyroid disease, POI, endometriosis, PCOS, polyps, and uterine fibroids If left untreated, menstrual irregularities can lead to or contribute to other conditions. These possible conditions vary depending on the type of menstrual irregularity, but some include thickening of the lining of the uterus (called endometrial hyperplasia), low bone density, and iron-deficient anemia. It is important for a woman with a menstrual irregularity to speak to a health care provider to determine the cause of the irregularity and to receive appropriate treatment as necessary.",Can menstrual irregularities lead to other health problems?,"Yes, you can. We have to admit it can be a bit misleading, but yes, you can get pregnant before your first period and here is why: getting pregnant is related to ovulation. Ovulation means that your ovaries release an egg which is ready to be fertilized by male sperm. Your first ovulation occurs around 2 weeks before your first menstruation.",Can I get pregnant if I’ve never had my period?,"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics.",Should I tell my husband that I am on my period?
Why are my period cramps so painful?,"Menstrual irregularities are often a sign of an underlying condition and, in some cases, the underlying condition may be associated with a higher risk for cancer. For example, absent and irregular periods associated with estrogen production but no progesterone production are associated with endometrial cancer in about 14% of women, if the problem is recurrent.3 Women who experience irregular periods on a frequent basis may also have a higher risk of ovarian cancer after age 70.4 Menstrual irregularities such as heavy or prolonged menstrual bleeding are not known to be associated with cancer.",Can menstrual irregularities lead to cancer?,"The presence of menstrual irregularities can be a sign of other health problems such as thyroid disease, POI, endometriosis, PCOS, polyps, and uterine fibroids If left untreated, menstrual irregularities can lead to or contribute to other conditions. These possible conditions vary depending on the type of menstrual irregularity, but some include thickening of the lining of the uterus (called endometrial hyperplasia), low bone density, and iron-deficient anemia. It is important for a woman with a menstrual irregularity to speak to a health care provider to determine the cause of the irregularity and to receive appropriate treatment as necessary.",Can menstrual irregularities lead to other health problems?,"Yes, you can. We have to admit it can be a bit misleading, but yes, you can get pregnant before your first period and here is why: getting pregnant is related to ovulation. Ovulation means that your ovaries release an egg which is ready to be fertilized by male sperm. Your first ovulation occurs around 2 weeks before your first menstruation.",Can I get pregnant if I’ve never had my period?,"Remember, there’s no shame in talking about your period or the changes in your body! It’s a natural and healthy process and getting it monthly(ish) means your body is doing its job. Plus, talking about your period openly with your partner is a significant first step to get into other important discussions, like birth control or sex. If you don’t feel comfortable talking about your period yet, consider whether it might be better to hold off on any decision to become sexually active until you and your partner can communicate openly about these topics."
"Painful period cramps could be caused by heavy menstrual bleeding, which often affects you to take part in everyday life around your period. Or they could be caused by endometriosis. In this painful condition, the cells or tissue lining the uterus, grow outside the uterus. You should see your doctor who can do a blood test and get your history to help you get better. Some hormonal contraceptives are registered for women or girls with heavy menstrual bleeding who also need contraception.",Why are my period cramps so painful?,"Menstrual irregularities are often a sign of an underlying condition and, in some cases, the underlying condition may be associated with a higher risk for cancer. For example, absent and irregular periods associated with estrogen production but no progesterone production are associated with endometrial cancer in about 14% of women, if the problem is recurrent.3 Women who experience irregular periods on a frequent basis may also have a higher risk of ovarian cancer after age 70.4 Menstrual irregularities such as heavy or prolonged menstrual bleeding are not known to be associated with cancer.",Can menstrual irregularities lead to cancer?,"The presence of menstrual irregularities can be a sign of other health problems such as thyroid disease, POI, endometriosis, PCOS, polyps, and uterine fibroids If left untreated, menstrual irregularities can lead to or contribute to other conditions. These possible conditions vary depending on the type of menstrual irregularity, but some include thickening of the lining of the uterus (called endometrial hyperplasia), low bone density, and iron-deficient anemia. It is important for a woman with a menstrual irregularity to speak to a health care provider to determine the cause of the irregularity and to receive appropriate treatment as necessary.",Can menstrual irregularities lead to other health problems?,"Yes, you can. We have to admit it can be a bit misleading, but yes, you can get pregnant before your first period and here is why: getting pregnant is related to ovulation. Ovulation means that your ovaries release an egg which is ready to be fertilized by male sperm. Your first ovulation occurs around 2 weeks before your first menstruation.",Can I get pregnant if I’ve never had my period?
