response,context,context/0,context/1,context/2,context/3,context/4,context/5
ae kya ho raha hai ?,haae !,"mere haliya pasandeeda mein ziyada tar scienci saans lainay, vita  aur dark meter hain lekin mujhe  garth nks ki bohat si  kitaaben pasand hain .",aap ne sab se haliya achi cheez konsi parhi hai ?,oh thanda! mein tafreeh ke liye bhi bohat kuch parhta hon meri pasandeeda sanaf science  hai .,"mujhe tafreeh ke liye parhna pasand hai. mein ne abhi temeraire Nami kitaab khatam ki. yeh petrick avbrayn ki terhan nipolin behria mein aik adventure ki kahani hai, siwaye drign ke bhi .",aap apne farigh auqaat mein kya karte hain ?,mein ziyada  nahi hon lekin yeh aisi cheez hai jis mein mein jana chahta hon .
insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?,ae kya ho raha hai ?,haae !,"mere haliya pasandeeda mein ziyada tar scienci saans lainay, vita  aur dark meter hain lekin mujhe  garth nks ki bohat si  kitaaben pasand hain .",aap ne sab se haliya achi cheez konsi parhi hai ?,oh thanda! mein tafreeh ke liye bhi bohat kuch parhta hon meri pasandeeda sanaf science  hai .,"mujhe tafreeh ke liye parhna pasand hai. mein ne abhi temeraire Nami kitaab khatam ki. yeh petrick avbrayn ki terhan nipolin behria mein aik adventure ki kahani hai, siwaye drign ke bhi .",aap apne farigh auqaat mein kya karte hain ?
mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !,insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?,ae kya ho raha hai ?,haae !,"mere haliya pasandeeda mein ziyada tar scienci saans lainay, vita  aur dark meter hain lekin mujhe  garth nks ki bohat si  kitaaben pasand hain .",aap ne sab se haliya achi cheez konsi parhi hai ?,oh thanda! mein tafreeh ke liye bhi bohat kuch parhta hon meri pasandeeda sanaf science  hai .,"mujhe tafreeh ke liye parhna pasand hai. mein ne abhi temeraire Nami kitaab khatam ki. yeh petrick avbrayn ki terhan nipolin behria mein aik adventure ki kahani hai, siwaye drign ke bhi ."
"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain .",mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !,insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?,ae kya ho raha hai ?,haae !,"mere haliya pasandeeda mein ziyada tar scienci saans lainay, vita  aur dark meter hain lekin mujhe  garth nks ki bohat si  kitaaben pasand hain .",aap ne sab se haliya achi cheez konsi parhi hai ?,oh thanda! mein tafreeh ke liye bhi bohat kuch parhta hon meri pasandeeda sanaf science  hai .
kya koi manfi bhi hai? woh kya hain ?,"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain .",mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !,insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?,ae kya ho raha hai ?,haae !,"mere haliya pasandeeda mein ziyada tar scienci saans lainay, vita  aur dark meter hain lekin mujhe  garth nks ki bohat si  kitaaben pasand hain .",aap ne sab se haliya achi cheez konsi parhi hai ?
translation,kya koi manfi bhi hai? woh kya hain ?,"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain .",mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !,insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?,ae kya ho raha hai ?,haae !,"mere haliya pasandeeda mein ziyada tar scienci saans lainay, vita  aur dark meter hain lekin mujhe  garth nks ki bohat si  kitaaben pasand hain ."
agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .,translation,kya koi manfi bhi hai? woh kya hain ?,"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain .",mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !,insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?,ae kya ho raha hai ?,haae !
translation,agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .,translation,kya koi manfi bhi hai? woh kya hain ?,"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain .",mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !,insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?,ae kya ho raha hai ?
aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?,translation,agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .,translation,kya koi manfi bhi hai? woh kya hain ?,"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain .",mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !,insaan jaisay cheat boots ke baray mein aap ka kya khayaal hai ?
mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .,aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?,translation,agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .,translation,kya koi manfi bhi hai? woh kya hain ?,"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain .",mein un ke behtareen guftagu karne walay honay ka intzaar nahi kar sakta !
nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .,mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .,aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?,translation,agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .,translation,kya koi manfi bhi hai? woh kya hain ?,"jee haan, aisa lagta hai ke hum ne pichlle kuch saloon mein kuch barri paish Raft ki hai. kya aap ko lagta hai ke  manfi se ziyada hain ."
mojooda khudkaar tajaweez pehlay hi bohat achi hain .,nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .,mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .,aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?,translation,agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .,translation,kya koi manfi bhi hai? woh kya hain ?
"haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template",mojooda khudkaar tajaweez pehlay hi bohat achi hain .,nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .,mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .,aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?,translation,agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .,translation
"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !","haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template",mojooda khudkaar tajaweez pehlay hi bohat achi hain .,nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .,mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .,aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?,translation,agarchay log pehlay se hi dosray logon ki naqali kar satke hain! mere khayaal mein baat karne ke liye boots ka hona bohat acha hoga .
aisa hi tumahray sath !,"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !","haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template",mojooda khudkaar tajaweez pehlay hi bohat achi hain .,nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .,mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .,aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?,translation
haae !,aisa hi tumahray sath !,"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !","haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template",mojooda khudkaar tajaweez pehlay hi bohat achi hain .,nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .,mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .,aap ke khayaal mein barray fawaid kya hain? zaati maavnin ki terhan ?
haae !,haae !,aisa hi tumahray sath !,"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !","haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template",mojooda khudkaar tajaweez pehlay hi bohat achi hain .,nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .,mujhe lagta hai ke yeh aik masnoaat ke tor par bohat se mukhtalif shakalain le sakta hai. tehqeeq ka assar bhi bohat bara hai! yeh is baat ki nishandahi kere ga ke ae aayi ki tehqeeq ne ab tak kis terhan taraqqi ki hai aur mustaqbil ke masail se nimatnay ke liye behtar jagah hai jaisay chaand par qadam rakhna mein usay yahan par farokht kar raha hon .
anay wali tatilat ke liye koi bara mansoobah ?,haae !,haae !,aisa hi tumahray sath !,"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !","haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template",mojooda khudkaar tajaweez pehlay hi bohat achi hain .,nahi. mujhe herat hai ke kya mein kisi din baat cheet ko khud bakhud tajweez karne ke liye cheat boat haasil kar sakoo ga .
"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga .",anay wali tatilat ke liye koi bara mansoobah ?,haae !,haae !,aisa hi tumahray sath !,"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !","haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template",mojooda khudkaar tajaweez pehlay hi bohat achi hain .
yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?,"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga .",anay wali tatilat ke liye koi bara mansoobah ?,haae !,haae !,aisa hi tumahray sath !,"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !","haan yeh chand alfaaz ke liye waqai achay hain! mein tasawwur kar raha hon jaisay yeh aik mukammal baat cheet ke jawab ke sath aata hai, jaisay difalt template"
haae !,yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?,"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga .",anay wali tatilat ke liye koi bara mansoobah ?,haae !,haae !,aisa hi tumahray sath !,"hahaha, aap ke sath yeh guftagu kar ke bohat acha laga !"
haae,haae !,yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?,"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga .",anay wali tatilat ke liye koi bara mansoobah ?,haae !,haae !,aisa hi tumahray sath !
mein abhi kaam se wapas aaya hon. bohat thaka sunhwa,haae,haae !,yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?,"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga .",anay wali tatilat ke liye koi bara mansoobah ?,haae !,haae !
oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?,mein abhi kaam se wapas aaya hon. bohat thaka sunhwa,haae,haae !,yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?,"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga .",anay wali tatilat ke liye koi bara mansoobah ?,haae !
mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain,oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?,mein abhi kaam se wapas aaya hon. bohat thaka sunhwa,haae,haae !,yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?,"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga .",anay wali tatilat ke liye koi bara mansoobah ?
oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .,mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain,oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?,mein abhi kaam se wapas aaya hon. bohat thaka sunhwa,haae,haae !,yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?,"der se jawab ke liye moazrat haan, mein tatilat mein  mein askiyng karne jaoon ga ."
waqai? kyun,oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .,mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain,oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?,mein abhi kaam se wapas aaya hon. bohat thaka sunhwa,haae,haae !,yeh herat angaiz lagta hai. mein saki karna seekhna chahta hon lekin mujhe lagta hai ke mein bohat boorha ho gaya hon aur girnay se zindagi bhar ke asraat muratab hon ge. kya aap doston ke sath ja rahay hain ?
yeh bohat dabao hai,waqai? kyun,oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .,mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain,oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?,mein abhi kaam se wapas aaya hon. bohat thaka sunhwa,haae,haae !
yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .,yeh bohat dabao hai,waqai? kyun,oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .,mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain,oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?,mein abhi kaam se wapas aaya hon. bohat thaka sunhwa,haae
aap kya karte hain ?,yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .,yeh bohat dabao hai,waqai? kyun,oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .,mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain,oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?,mein abhi kaam se wapas aaya hon. bohat thaka sunhwa
mein aik pintr hon .,aap kya karte hain ?,yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .,yeh bohat dabao hai,waqai? kyun,oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .,mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain,oh mujhe sun kar afsos sunhwa! aap ne kya kaam kya ?
oh wah aap kis qisam ki paintings karte hain ?,mein aik pintr hon .,aap kya karte hain ?,yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .,yeh bohat dabao hai,waqai? kyun,oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .,mein aik wakeel hon. lehaza din mein ziyada tar gahkon se baat karte hain
mein oil painting karta hon .,oh wah aap kis qisam ki paintings karte hain ?,mein aik pintr hon .,aap kya karte hain ?,yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .,yeh bohat dabao hai,waqai? kyun,oh aap wakeel hain. mujhe is payshay mein bohat dilchaspi rahi hai .
acha logon ki terhan ya fitrat ya kuch aur ?,mein oil painting karta hon .,oh wah aap kis qisam ki paintings karte hain ?,mein aik pintr hon .,aap kya karte hain ?,yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .,yeh bohat dabao hai,waqai? kyun
mein bohat si mukhtalif kasmain karta hon .,acha logon ki terhan ya fitrat ya kuch aur ?,mein oil painting karta hon .,oh wah aap kis qisam ki paintings karte hain ?,mein aik pintr hon .,aap kya karte hain ?,yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .,yeh bohat dabao hai
acha mein usay kisi din dekhna chahta hon .,mein bohat si mukhtalif kasmain karta hon .,acha logon ki terhan ya fitrat ya kuch aur ?,mein oil painting karta hon .,oh wah aap kis qisam ki paintings karte hain ?,mein aik pintr hon .,aap kya karte hain ?,yeh is se bohat mukhtalif hai jo mein zindagi kamanay ke liye kar raha hon .
zaroor! koi masla nahi !,acha mein usay kisi din dekhna chahta hon .,mein bohat si mukhtalif kasmain karta hon .,acha logon ki terhan ya fitrat ya kuch aur ?,mein oil painting karta hon .,oh wah aap kis qisam ki paintings karte hain ?,mein aik pintr hon .,aap kya karte hain ?
haae !,zaroor! koi masla nahi !,acha mein usay kisi din dekhna chahta hon .,mein bohat si mukhtalif kasmain karta hon .,acha logon ki terhan ya fitrat ya kuch aur ?,mein oil painting karta hon .,oh wah aap kis qisam ki paintings karte hain ?,mein aik pintr hon .
kya aap Muajzaat par yaqeen rakhtay hain ?,haae !,zaroor! koi masla nahi !,acha mein usay kisi din dekhna chahta hon .,mein bohat si mukhtalif kasmain karta hon .,acha logon ki terhan ya fitrat ya kuch aur ?,mein oil painting karta hon .,oh wah aap kis qisam ki paintings karte hain ?
"lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain .",kya aap Muajzaat par yaqeen rakhtay hain ?,haae !,zaroor! koi masla nahi !,acha mein usay kisi din dekhna chahta hon .,mein bohat si mukhtalif kasmain karta hon .,acha logon ki terhan ya fitrat ya kuch aur ?,mein oil painting karta hon .
"kya hamein un ki madad karni chahiye, to yeh kam bekar hai ?","lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain .",kya aap Muajzaat par yaqeen rakhtay hain ?,haae !,zaroor! koi masla nahi !,acha mein usay kisi din dekhna chahta hon .,mein bohat si mukhtalif kasmain karta hon .,acha logon ki terhan ya fitrat ya kuch aur ?
"yeh un mein se bohat ziyada hai. aap jis ki madad kar satke hain. qata nazar, mein yeh nahi kahoon ga ke mein Muajzaat par achi terhan yaqeen rakhta hon, agar mujhe aglay cycle mein taraqqi mili to mein apna khayaal badal sakta hon .","kya hamein un ki madad karni chahiye, to yeh kam bekar hai ?","lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain .",kya aap Muajzaat par yaqeen rakhtay hain ?,haae !,zaroor! koi masla nahi !,acha mein usay kisi din dekhna chahta hon .,mein bohat si mukhtalif kasmain karta hon .
"hahaha. .. theek hai, aisa lagta hai ke career waqai aap ke liye ahem hai. zindagi mein aap ke liye sab se ahem kya hai ?","yeh un mein se bohat ziyada hai. aap jis ki madad kar satke hain. qata nazar, mein yeh nahi kahoon ga ke mein Muajzaat par achi terhan yaqeen rakhta hon, agar mujhe aglay cycle mein taraqqi mili to mein apna khayaal badal sakta hon .","kya hamein un ki madad karni chahiye, to yeh kam bekar hai ?","lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain .",kya aap Muajzaat par yaqeen rakhtay hain ?,haae !,zaroor! koi masla nahi !,acha mein usay kisi din dekhna chahta hon .
"abhi, ziyada nahi. yeh ghair wazeh hai. career aik acha faal back hai kyunkay aap ko bataya jata hai ke acha matlab kya hai aur aap is ke mutabiq amal karte hain. mein apni eqdaar ki tashkeel ke amal se nahi guzra hon. aap ke baray mein kya khayaal hai ?","hahaha. .. theek hai, aisa lagta hai ke career waqai aap ke liye ahem hai. zindagi mein aap ke liye sab se ahem kya hai ?","yeh un mein se bohat ziyada hai. aap jis ki madad kar satke hain. qata nazar, mein yeh nahi kahoon ga ke mein Muajzaat par achi terhan yaqeen rakhta hon, agar mujhe aglay cycle mein taraqqi mili to mein apna khayaal badal sakta hon .","kya hamein un ki madad karni chahiye, to yeh kam bekar hai ?","lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain .",kya aap Muajzaat par yaqeen rakhtay hain ?,haae !,zaroor! koi masla nahi !
mein kahoon ga ke mein apni zindagi mein behtareen mumkina duniya ke liye jeena chahta hon. yeh shayad mere bachpan mein bohat ziyada video games khailnay ka nateeja hai .,"abhi, ziyada nahi. yeh ghair wazeh hai. career aik acha faal back hai kyunkay aap ko bataya jata hai ke acha matlab kya hai aur aap is ke mutabiq amal karte hain. mein apni eqdaar ki tashkeel ke amal se nahi guzra hon. aap ke baray mein kya khayaal hai ?","hahaha. .. theek hai, aisa lagta hai ke career waqai aap ke liye ahem hai. zindagi mein aap ke liye sab se ahem kya hai ?","yeh un mein se bohat ziyada hai. aap jis ki madad kar satke hain. qata nazar, mein yeh nahi kahoon ga ke mein Muajzaat par achi terhan yaqeen rakhta hon, agar mujhe aglay cycle mein taraqqi mili to mein apna khayaal badal sakta hon .","kya hamein un ki madad karni chahiye, to yeh kam bekar hai ?","lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain .",kya aap Muajzaat par yaqeen rakhtay hain ?,haae !
hamaray paas barhatay hue bijli nahi thi. bohat kuch samajhata hai. lol .,mein kahoon ga ke mein apni zindagi mein behtareen mumkina duniya ke liye jeena chahta hon. yeh shayad mere bachpan mein bohat ziyada video games khailnay ka nateeja hai .,"abhi, ziyada nahi. yeh ghair wazeh hai. career aik acha faal back hai kyunkay aap ko bataya jata hai ke acha matlab kya hai aur aap is ke mutabiq amal karte hain. mein apni eqdaar ki tashkeel ke amal se nahi guzra hon. aap ke baray mein kya khayaal hai ?","hahaha. .. theek hai, aisa lagta hai ke career waqai aap ke liye ahem hai. zindagi mein aap ke liye sab se ahem kya hai ?","yeh un mein se bohat ziyada hai. aap jis ki madad kar satke hain. qata nazar, mein yeh nahi kahoon ga ke mein Muajzaat par achi terhan yaqeen rakhta hon, agar mujhe aglay cycle mein taraqqi mili to mein apna khayaal badal sakta hon .","kya hamein un ki madad karni chahiye, to yeh kam bekar hai ?","lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain .",kya aap Muajzaat par yaqeen rakhtay hain ?
kya bijli nah honay se aap ko mukhtalif pas manzar ke logon ke sath ziyada hamdardi karne mein madad millti hai aur ya aap ko un logon se thora sa doori mehsoos hoti hai jo nahi samajte hain ?,hamaray paas barhatay hue bijli nahi thi. bohat kuch samajhata hai. lol .,mein kahoon ga ke mein apni zindagi mein behtareen mumkina duniya ke liye jeena chahta hon. yeh shayad mere bachpan mein bohat ziyada video games khailnay ka nateeja hai .,"abhi, ziyada nahi. yeh ghair wazeh hai. career aik acha faal back hai kyunkay aap ko bataya jata hai ke acha matlab kya hai aur aap is ke mutabiq amal karte hain. mein apni eqdaar ki tashkeel ke amal se nahi guzra hon. aap ke baray mein kya khayaal hai ?","hahaha. .. theek hai, aisa lagta hai ke career waqai aap ke liye ahem hai. zindagi mein aap ke liye sab se ahem kya hai ?","yeh un mein se bohat ziyada hai. aap jis ki madad kar satke hain. qata nazar, mein yeh nahi kahoon ga ke mein Muajzaat par achi terhan yaqeen rakhta hon, agar mujhe aglay cycle mein taraqqi mili to mein apna khayaal badal sakta hon .","kya hamein un ki madad karni chahiye, to yeh kam bekar hai ?","lol. nahi, mein bohat se logon ko jaanta hon jin ki zindaganian choos rahi hain ."
