response,context,context/0,context/1,context/2,context/3,context/4,context/5
is ka kya matlab hai ?,aik andhi tareekh ka matlab yeh nahi hai ke woh andhi hai !,mein kisi nabina aurat se date nahi karna chahta .,"nahi, mein sanjeeda hon .",aap mazaaq kar rahay ho .,kya aap blaynd date par jana pasand karen ge ?,mein kuch aur dekh raha tha .,phir tum usay kyun dekh rahay thay
aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .,is ka kya matlab hai ?,aik andhi tareekh ka matlab yeh nahi hai ke woh andhi hai !,mein kisi nabina aurat se date nahi karna chahta .,"nahi, mein sanjeeda hon .",aap mazaaq kar rahay ho .,kya aap blaynd date par jana pasand karen ge ?,mein kuch aur dekh raha tha .
mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?,aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .,is ka kya matlab hai ?,aik andhi tareekh ka matlab yeh nahi hai ke woh andhi hai !,mein kisi nabina aurat se date nahi karna chahta .,"nahi, mein sanjeeda hon .",aap mazaaq kar rahay ho .,kya aap blaynd date par jana pasand karen ge ?
kuch naya aur dilchasp karne ki koshish karna .,mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?,aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .,is ka kya matlab hai ?,aik andhi tareekh ka matlab yeh nahi hai ke woh andhi hai !,mein kisi nabina aurat se date nahi karna chahta .,"nahi, mein sanjeeda hon .",aap mazaaq kar rahay ho .
agar mein usay pasand nahi karta to kya hoga ?,kuch naya aur dilchasp karne ki koshish karna .,mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?,aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .,is ka kya matlab hai ?,aik andhi tareekh ka matlab yeh nahi hai ke woh andhi hai !,mein kisi nabina aurat se date nahi karna chahta .,"nahi, mein sanjeeda hon ."
meri kal raat aik tareekh hai .,agar mein usay pasand nahi karta to kya hoga ?,kuch naya aur dilchasp karne ki koshish karna .,mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?,aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .,is ka kya matlab hai ?,aik andhi tareekh ka matlab yeh nahi hai ke woh andhi hai !,mein kisi nabina aurat se date nahi karna chahta .
waqai? kis ke sath,meri kal raat aik tareekh hai .,agar mein usay pasand nahi karta to kya hoga ?,kuch naya aur dilchasp karne ki koshish karna .,mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?,aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .,is ka kya matlab hai ?,aik andhi tareekh ka matlab yeh nahi hai ke woh andhi hai !
aik larki jis se mein bazaar mein mila tha .,waqai? kis ke sath,meri kal raat aik tareekh hai .,agar mein usay pasand nahi karta to kya hoga ?,kuch naya aur dilchasp karne ki koshish karna .,mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?,aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .,is ka kya matlab hai ?
aap super market mein aik larki se miley ?,aik larki jis se mein bazaar mein mila tha .,waqai? kis ke sath,meri kal raat aik tareekh hai .,agar mein usay pasand nahi karta to kya hoga ?,kuch naya aur dilchasp karne ki koshish karna .,mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?,aik andhi tareekh kisi ke sath aik tareekh hai jisay aap nahi jantay hain .
woh check out counter par waqai sust line mein mere peechay khari thi .,aap super market mein aik larki se miley ?,aik larki jis se mein bazaar mein mila tha .,waqai? kis ke sath,meri kal raat aik tareekh hai .,agar mein usay pasand nahi karta to kya hoga ?,kuch naya aur dilchasp karne ki koshish karna .,mein kisi aisay shakhs se kyun mulaqaat karoon ga jisay mein jaanta tak nahi hon ?
tum ne is se kya kaha ?,woh check out counter par waqai sust line mein mere peechay khari thi .,aap super market mein aik larki se miley ?,aik larki jis se mein bazaar mein mila tha .,waqai? kis ke sath,meri kal raat aik tareekh hai .,agar mein usay pasand nahi karta to kya hoga ?,kuch naya aur dilchasp karne ki koshish karna .
"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain .",tum ne is se kya kaha ?,woh check out counter par waqai sust line mein mere peechay khari thi .,aap super market mein aik larki se miley ?,aik larki jis se mein bazaar mein mila tha .,waqai? kis ke sath,meri kal raat aik tareekh hai .,agar mein usay pasand nahi karta to kya hoga ?
is ne tum se tumahray anannaas ke baray mein poocha ?,"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain .",tum ne is se kya kaha ?,woh check out counter par waqai sust line mein mere peechay khari thi .,aap super market mein aik larki se miley ?,aik larki jis se mein bazaar mein mila tha .,waqai? kis ke sath,meri kal raat aik tareekh hai .
"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya .",is ne tum se tumahray anannaas ke baray mein poocha ?,"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain .",tum ne is se kya kaha ?,woh check out counter par waqai sust line mein mere peechay khari thi .,aap super market mein aik larki se miley ?,aik larki jis se mein bazaar mein mila tha .,waqai? kis ke sath
yeh aap ki achi baat thi .,"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya .",is ne tum se tumahray anannaas ke baray mein poocha ?,"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain .",tum ne is se kya kaha ?,woh check out counter par waqai sust line mein mere peechay khari thi .,aap super market mein aik larki se miley ?,aik larki jis se mein bazaar mein mila tha .
"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha .",yeh aap ki achi baat thi .,"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya .",is ne tum se tumahray anannaas ke baray mein poocha ?,"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain .",tum ne is se kya kaha ?,woh check out counter par waqai sust line mein mere peechay khari thi .,aap super market mein aik larki se miley ?
kya aap ne jummay ki raat ko date kya hai ?,"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha .",yeh aap ki achi baat thi .,"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya .",is ne tum se tumahray anannaas ke baray mein poocha ?,"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain .",tum ne is se kya kaha ?,woh check out counter par waqai sust line mein mere peechay khari thi .
"jee haan, haqeeqat mein, mein ne kya .",kya aap ne jummay ki raat ko date kya hai ?,"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha .",yeh aap ki achi baat thi .,"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya .",is ne tum se tumahray anannaas ke baray mein poocha ?,"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain .",tum ne is se kya kaha ?
aap kis ke sath bahar gaye thay ?,"jee haan, haqeeqat mein, mein ne kya .",kya aap ne jummay ki raat ko date kya hai ?,"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha .",yeh aap ki achi baat thi .,"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya .",is ne tum se tumahray anannaas ke baray mein poocha ?,"meri tokri mein do anannaas thay, aur is ne poocha ke mujhe woh kahan miley hain ."
aik aadmi jis se mein kaafi shop mein mila tha .,aap kis ke sath bahar gaye thay ?,"jee haan, haqeeqat mein, mein ne kya .",kya aap ne jummay ki raat ko date kya hai ?,"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha .",yeh aap ki achi baat thi .,"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya .",is ne tum se tumahray anannaas ke baray mein poocha ?
tum kahan gaye thay,aik aadmi jis se mein kaafi shop mein mila tha .,aap kis ke sath bahar gaye thay ?,"jee haan, haqeeqat mein, mein ne kya .",kya aap ne jummay ki raat ko date kya hai ?,"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha .",yeh aap ki achi baat thi .,"mein ne usay bataya ke mein ne aakhri do shelf par haasil kar liye hain, lekin mein ne usay apna aik paish kya ."
hum aik achay ristoran mein gaye .,tum kahan gaye thay,aik aadmi jis se mein kaafi shop mein mila tha .,aap kis ke sath bahar gaye thay ?,"jee haan, haqeeqat mein, mein ne kya .",kya aap ne jummay ki raat ko date kya hai ?,"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha .",yeh aap ki achi baat thi .
kahin aur ?,hum aik achay ristoran mein gaye .,tum kahan gaye thay,aik aadmi jis se mein kaafi shop mein mila tha .,aap kis ke sath bahar gaye thay ?,"jee haan, haqeeqat mein, mein ne kya .",kya aap ne jummay ki raat ko date kya hai ?,"is ne mujh se poocha ke woh ahsaan kaisay wapas kar sakti hai, to mein ne is se poocha ."
phir hum aik Jaaz club gaye .,kahin aur ?,hum aik achay ristoran mein gaye .,tum kahan gaye thay,aik aadmi jis se mein kaafi shop mein mila tha .,aap kis ke sath bahar gaye thay ?,"jee haan, haqeeqat mein, mein ne kya .",kya aap ne jummay ki raat ko date kya hai ?
yeh aik achi tareekh ki terhan lagta hai .,phir hum aik Jaaz club gaye .,kahin aur ?,hum aik achay ristoran mein gaye .,tum kahan gaye thay,aik aadmi jis se mein kaafi shop mein mila tha .,aap kis ke sath bahar gaye thay ?,"jee haan, haqeeqat mein, mein ne kya ."
"jee haan, yeh Khushgawar tha .",yeh aik achi tareekh ki terhan lagta hai .,phir hum aik Jaaz club gaye .,kahin aur ?,hum aik achay ristoran mein gaye .,tum kahan gaye thay,aik aadmi jis se mein kaafi shop mein mila tha .,aap kis ke sath bahar gaye thay ?
lekin aap usay dobarah date nahi karen ge ?,"jee haan, yeh Khushgawar tha .",yeh aik achi tareekh ki terhan lagta hai .,phir hum aik Jaaz club gaye .,kahin aur ?,hum aik achay ristoran mein gaye .,tum kahan gaye thay,aik aadmi jis se mein kaafi shop mein mila tha .
doosri raat meri bad tareen tareekh thi .,lekin aap usay dobarah date nahi karen ge ?,"jee haan, yeh Khushgawar tha .",yeh aik achi tareekh ki terhan lagta hai .,phir hum aik Jaaz club gaye .,kahin aur ?,hum aik achay ristoran mein gaye .,tum kahan gaye thay
kya sunhwa ?,doosri raat meri bad tareen tareekh thi .,lekin aap usay dobarah date nahi karen ge ?,"jee haan, yeh Khushgawar tha .",yeh aik achi tareekh ki terhan lagta hai .,phir hum aik Jaaz club gaye .,kahin aur ?,hum aik achay ristoran mein gaye .
"sab se pehlay, woh aadha ghanta late tha .",kya sunhwa ?,doosri raat meri bad tareen tareekh thi .,lekin aap usay dobarah date nahi karen ge ?,"jee haan, yeh Khushgawar tha .",yeh aik achi tareekh ki terhan lagta hai .,phir hum aik Jaaz club gaye .,kahin aur ?
yeh achi shuruvaat nahi hai .,"sab se pehlay, woh aadha ghanta late tha .",kya sunhwa ?,doosri raat meri bad tareen tareekh thi .,lekin aap usay dobarah date nahi karen ge ?,"jee haan, yeh Khushgawar tha .",yeh aik achi tareekh ki terhan lagta hai .,phir hum aik Jaaz club gaye .
phir is ne maffi mangnay ki zahmat nahi ki .,yeh achi shuruvaat nahi hai .,"sab se pehlay, woh aadha ghanta late tha .",kya sunhwa ?,doosri raat meri bad tareen tareekh thi .,lekin aap usay dobarah date nahi karen ge ?,"jee haan, yeh Khushgawar tha .",yeh aik achi tareekh ki terhan lagta hai .
yeh bad tameez hai .,phir is ne maffi mangnay ki zahmat nahi ki .,yeh achi shuruvaat nahi hai .,"sab se pehlay, woh aadha ghanta late tha .",kya sunhwa ?,doosri raat meri bad tareen tareekh thi .,lekin aap usay dobarah date nahi karen ge ?,"jee haan, yeh Khushgawar tha ."
phir woh restaurants ki taraf bohat taizi se chala gaya .,yeh bad tameez hai .,phir is ne maffi mangnay ki zahmat nahi ki .,yeh achi shuruvaat nahi hai .,"sab se pehlay, woh aadha ghanta late tha .",kya sunhwa ?,doosri raat meri bad tareen tareekh thi .,lekin aap usay dobarah date nahi karen ge ?
yeh khatarnaak hai .,phir woh restaurants ki taraf bohat taizi se chala gaya .,yeh bad tameez hai .,phir is ne maffi mangnay ki zahmat nahi ki .,yeh achi shuruvaat nahi hai .,"sab se pehlay, woh aadha ghanta late tha .",kya sunhwa ?,doosri raat meri bad tareen tareekh thi .
mein ne bahar nikal kar taxi ghar le jane ka socha .,yeh khatarnaak hai .,phir woh restaurants ki taraf bohat taizi se chala gaya .,yeh bad tameez hai .,phir is ne maffi mangnay ki zahmat nahi ki .,yeh achi shuruvaat nahi hai .,"sab se pehlay, woh aadha ghanta late tha .",kya sunhwa ?
ristoran mein kya sunhwa ?,mein ne bahar nikal kar taxi ghar le jane ka socha .,yeh khatarnaak hai .,phir woh restaurants ki taraf bohat taizi se chala gaya .,yeh bad tameez hai .,phir is ne maffi mangnay ki zahmat nahi ki .,yeh achi shuruvaat nahi hai .,"sab se pehlay, woh aadha ghanta late tha ."
"hum ne 40 khana khaya, aur is ne 1 tup chore diya !",ristoran mein kya sunhwa ?,mein ne bahar nikal kar taxi ghar le jane ka socha .,yeh khatarnaak hai .,phir woh restaurants ki taraf bohat taizi se chala gaya .,yeh bad tameez hai .,phir is ne maffi mangnay ki zahmat nahi ki .,yeh achi shuruvaat nahi hai .
mujhe woh aadmi pasand nahi hai .,"hum ne 40 khana khaya, aur is ne 1 tup chore diya !",ristoran mein kya sunhwa ?,mein ne bahar nikal kar taxi ghar le jane ka socha .,yeh khatarnaak hai .,phir woh restaurants ki taraf bohat taizi se chala gaya .,yeh bad tameez hai .,phir is ne maffi mangnay ki zahmat nahi ki .
kyun nahi ?,mujhe woh aadmi pasand nahi hai .,"hum ne 40 khana khaya, aur is ne 1 tup chore diya !",ristoran mein kya sunhwa ?,mein ne bahar nikal kar taxi ghar le jane ka socha .,yeh khatarnaak hai .,phir woh restaurants ki taraf bohat taizi se chala gaya .,yeh bad tameez hai .
woh aik ganda boorha aadmi hai .,kyun nahi ?,mujhe woh aadmi pasand nahi hai .,"hum ne 40 khana khaya, aur is ne 1 tup chore diya !",ristoran mein kya sunhwa ?,mein ne bahar nikal kar taxi ghar le jane ka socha .,yeh khatarnaak hai .,phir woh restaurants ki taraf bohat taizi se chala gaya .
tumhara kya matlab hai,woh aik ganda boorha aadmi hai .,kyun nahi ?,mujhe woh aadmi pasand nahi hai .,"hum ne 40 khana khaya, aur is ne 1 tup chore diya !",ristoran mein kya sunhwa ?,mein ne bahar nikal kar taxi ghar le jane ka socha .,yeh khatarnaak hai .
"woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha .",tumhara kya matlab hai,woh aik ganda boorha aadmi hai .,kyun nahi ?,mujhe woh aadmi pasand nahi hai .,"hum ne 40 khana khaya, aur is ne 1 tup chore diya !",ristoran mein kya sunhwa ?,mein ne bahar nikal kar taxi ghar le jane ka socha .
"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain .","woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha .",tumhara kya matlab hai,woh aik ganda boorha aadmi hai .,kyun nahi ?,mujhe woh aadmi pasand nahi hai .,"hum ne 40 khana khaya, aur is ne 1 tup chore diya !",ristoran mein kya sunhwa ?
usay apni Umar par amal karna chahiye .,"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain .","woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha .",tumhara kya matlab hai,woh aik ganda boorha aadmi hai .,kyun nahi ?,mujhe woh aadmi pasand nahi hai .,"hum ne 40 khana khaya, aur is ne 1 tup chore diya !"
lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .,usay apni Umar par amal karna chahiye .,"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain .","woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha .",tumhara kya matlab hai,woh aik ganda boorha aadmi hai .,kyun nahi ?,mujhe woh aadmi pasand nahi hai .
inhen aik acha shoq talaash karna chahiye .,lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .,usay apni Umar par amal karna chahiye .,"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain .","woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha .",tumhara kya matlab hai,woh aik ganda boorha aadmi hai .,kyun nahi ?
aap 50 saal ki Umar tak intzaar karen .,inhen aik acha shoq talaash karna chahiye .,lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .,usay apni Umar par amal karna chahiye .,"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain .","woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha .",tumhara kya matlab hai,woh aik ganda boorha aadmi hai .
dating mere zehen se daur ki cheez hogi .,aap 50 saal ki Umar tak intzaar karen .,inhen aik acha shoq talaash karna chahiye .,lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .,usay apni Umar par amal karna chahiye .,"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain .","woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha .",tumhara kya matlab hai
kya aap ki girl friend kabhi aap ko naraaz karti hai ?,dating mere zehen se daur ki cheez hogi .,aap 50 saal ki Umar tak intzaar karen .,inhen aik acha shoq talaash karna chahiye .,lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .,usay apni Umar par amal karna chahiye .,"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain .","woh mere waalid ban'nay ke liye kaafi boorha hai, phir bhi is ne mujh se poocha ."
kabhi kabhi,kya aap ki girl friend kabhi aap ko naraaz karti hai ?,dating mere zehen se daur ki cheez hogi .,aap 50 saal ki Umar tak intzaar karen .,inhen aik acha shoq talaash karna chahiye .,lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .,usay apni Umar par amal karna chahiye .,"theek hai, aap poochnay ke liye aik aadmi ko ilzaam nahi day satke hain ."
woh kya karti hai ?,kabhi kabhi,kya aap ki girl friend kabhi aap ko naraaz karti hai ?,dating mere zehen se daur ki cheez hogi .,aap 50 saal ki Umar tak intzaar karen .,inhen aik acha shoq talaash karna chahiye .,lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .,usay apni Umar par amal karna chahiye .
"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga .",woh kya karti hai ?,kabhi kabhi,kya aap ki girl friend kabhi aap ko naraaz karti hai ?,dating mere zehen se daur ki cheez hogi .,aap 50 saal ki Umar tak intzaar karen .,inhen aik acha shoq talaash karna chahiye .,lekin bohat se boorhay log ab bhi dating mein dilchaspi rakhtay hain .
yeh kehna achi baat thi .,"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga .",woh kya karti hai ?,kabhi kabhi,kya aap ki girl friend kabhi aap ko naraaz karti hai ?,dating mere zehen se daur ki cheez hogi .,aap 50 saal ki Umar tak intzaar karen .,inhen aik acha shoq talaash karna chahiye .
mein ne yahi socha .,yeh kehna achi baat thi .,"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga .",woh kya karti hai ?,kabhi kabhi,kya aap ki girl friend kabhi aap ko naraaz karti hai ?,dating mere zehen se daur ki cheez hogi .,aap 50 saal ki Umar tak intzaar karen .
is ne kya kaha ?,mein ne yahi socha .,yeh kehna achi baat thi .,"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga .",woh kya karti hai ?,kabhi kabhi,kya aap ki girl friend kabhi aap ko naraaz karti hai ?,dating mere zehen se daur ki cheez hogi .
woh hansi! is ne mujh par yaqeen nahi kya .,is ne kya kaha ?,mein ne yahi socha .,yeh kehna achi baat thi .,"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga .",woh kya karti hai ?,kabhi kabhi,kya aap ki girl friend kabhi aap ko naraaz karti hai ?
yeh is ke liye bohat acha nahi tha .,woh hansi! is ne mujh par yaqeen nahi kya .,is ne kya kaha ?,mein ne yahi socha .,yeh kehna achi baat thi .,"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga .",woh kya karti hai ?,kabhi kabhi
is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .,yeh is ke liye bohat acha nahi tha .,woh hansi! is ne mujh par yaqeen nahi kya .,is ne kya kaha ?,mein ne yahi socha .,yeh kehna achi baat thi .,"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga .",woh kya karti hai ?
aap ne kya kaha ?,is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .,yeh is ke liye bohat acha nahi tha .,woh hansi! is ne mujh par yaqeen nahi kya .,is ne kya kaha ?,mein ne yahi socha .,yeh kehna achi baat thi .,"abhi kal hi, mein ne is se kaha ke mein duniya ke tamam paison mein is ka soda nahi karoon ga ."
kuch logon ki naak achi hoti hai .,aap ne kya kaha ?,is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .,yeh is ke liye bohat acha nahi tha .,woh hansi! is ne mujh par yaqeen nahi kya .,is ne kya kaha ?,mein ne yahi socha .,yeh kehna achi baat thi .
kash meri naak achi hoti. mera bohat bara hai .,kuch logon ki naak achi hoti hai .,aap ne kya kaha ?,is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .,yeh is ke liye bohat acha nahi tha .,woh hansi! is ne mujh par yaqeen nahi kya .,is ne kya kaha ?,mein ne yahi socha .
mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu,kash meri naak achi hoti. mera bohat bara hai .,kuch logon ki naak achi hoti hai .,aap ne kya kaha ?,is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .,yeh is ke liye bohat acha nahi tha .,woh hansi! is ne mujh par yaqeen nahi kya .,is ne kya kaha ?
oh lekin yeh aik laanat ho sakti hai .,mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu,kash meri naak achi hoti. mera bohat bara hai .,kuch logon ki naak achi hoti hai .,aap ne kya kaha ?,is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .,yeh is ke liye bohat acha nahi tha .,woh hansi! is ne mujh par yaqeen nahi kya .
"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain .",oh lekin yeh aik laanat ho sakti hai .,mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu,kash meri naak achi hoti. mera bohat bara hai .,kuch logon ki naak achi hoti hai .,aap ne kya kaha ?,is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .,yeh is ke liye bohat acha nahi tha .
mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .,"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain .",oh lekin yeh aik laanat ho sakti hai .,mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu,kash meri naak achi hoti. mera bohat bara hai .,kuch logon ki naak achi hoti hai .,aap ne kya kaha ?,is ne kaha ke mere liye paisay se ziyada koi cheez ahem nahi hai .
kya is ne aap ko manshiat ka istemaal karte hue pakra ?,mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .,"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain .",oh lekin yeh aik laanat ho sakti hai .,mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu,kash meri naak achi hoti. mera bohat bara hai .,kuch logon ki naak achi hoti hai .,aap ne kya kaha ?
aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .,kya is ne aap ko manshiat ka istemaal karte hue pakra ?,mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .,"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain .",oh lekin yeh aik laanat ho sakti hai .,mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu,kash meri naak achi hoti. mera bohat bara hai .,kuch logon ki naak achi hoti hai .
cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .,aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .,kya is ne aap ko manshiat ka istemaal karte hue pakra ?,mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .,"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain .",oh lekin yeh aik laanat ho sakti hai .,mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu,kash meri naak achi hoti. mera bohat bara hai .
"lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !",cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .,aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .,kya is ne aap ko manshiat ka istemaal karte hue pakra ?,mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .,"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain .",oh lekin yeh aik laanat ho sakti hai .,mera matlab khoubsurti nahi hai. mera matlab hai achi khushbu
"larke, yeh aik achi naak hai .","lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !",cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .,aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .,kya is ne aap ko manshiat ka istemaal karte hue pakra ?,mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .,"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain .",oh lekin yeh aik laanat ho sakti hai .
chalo bahar khana khanay chaltay hain .,"larke, yeh aik achi naak hai .","lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !",cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .,aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .,kya is ne aap ko manshiat ka istemaal karte hue pakra ?,mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .,"haan, kyunkay aap badboo ke liye bohat hassas ho satke hain ."
yeh mazaaq ki terhan lagta hai .,chalo bahar khana khanay chaltay hain .,"larke, yeh aik achi naak hai .","lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !",cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .,aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .,kya is ne aap ko manshiat ka istemaal karte hue pakra ?,mein kahoon ga. meri girl friend ki naak manshiat ke kuttay ki terhan hai .
aap kahan jana chahte hain ?,yeh mazaaq ki terhan lagta hai .,chalo bahar khana khanay chaltay hain .,"larke, yeh aik achi naak hai .","lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !",cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .,aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .,kya is ne aap ko manshiat ka istemaal karte hue pakra ?
mujhe aik minute sochnay do .,aap kahan jana chahte hain ?,yeh mazaaq ki terhan lagta hai .,chalo bahar khana khanay chaltay hain .,"larke, yeh aik achi naak hai .","lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !",cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .,aik terhan se. woh janti hai jab bhi mein cigrette peeta hon .
