Intent,Response,Intent (Roman Urdu),Response (Roman Urdu)
does using medication for pain relief helps during mensturation and does it effect the flow,"Before taking any medication, be sure to consult your doctor so that they may guide you properly. Hormonal medications are sometimes prescribed to treat the symptoms of period pain.",kya dard se nijaat ke liye dawa ka istemaal haiz ke douran madad karta hai aur kya yeh bahao ko mutasir karta hai .,koi bhi dawa lainay se pehlay –apne doctor se zaroor mahswara karen taakay woh aap ki sahih rahnumai kar saken. hormonal adwiyaat baaz auqaat mahvari ke dard ki alamaat ke ilaaj ke liye tajweez ki jati hain .
Is it normal to see a change in flow of periods before and after marraige,"Yes, it’s absolutely normal to notice a change to your period. Some months, your menstrual cycle may last for more or fewer days than the previous month. Or your cycle may start earlier or later than before. If you usually have a regular cycle, a change could indicate a medical condition. In case of any concerns, please talk to your doctor to get individual medical advice.",kya shadi se pehlay aur baad mein mahvari ke bahao mein tabdeeli dekhna mamool hai ?,"jee haan, aap ki mahvari mein tabdeeli mehsoos karna bilkul mamool ki baat hai. kuch mahino mein, aap ka mahvari pichlle mahinay ki nisbat ziyada ya kam dinon tak jari reh sakta hai. ya aap ka cycle pehlay se pehlay ya baad mein shuru ho sakta hai. agar aap ke paas aam tor par baqaida cycle hai, to tabdeeli tibbi haalat ki nishandahi kar sakti hai. kisi bhi tashweesh ki soorat mein, barah karam infiradi tibbi mahswara haasil karne ke liye –apne doctor se baat karen ."
how many days do periods usually last,"Your period can last between 3 and 8 days, but it will usually last for about 5 days. The bleeding tends to be heaviest in the first 2 days.",mahvari aam tor par kitney din rehti hai ?,"aap ki mahvari 3 se 8 din ke darmiyan reh sakti hai, lekin yeh aam tor par taqreeban 5 din tak jari rahay gi. khoon behna pehlay 2 dinon mein sab se ziyada hota hai ."
hi,Hello! How are you feeling today?,hello,hello! aaj aap kaisa mehsoos kar rahay hain ?
my period is late,"A lot of people experience late periods. They happen for many reasons other than pregnancy. Common causes can range from hormonal imbalances to serious medical conditions. There are also two times when it's typical for your period to be irregular: when it first begins, and when the menopause transition starts.",meri mahvari der se hai,"bohat se log der se mahvari ka tajurbah karte hain. woh hamal ke ilawa bohat si wajohaat ki bana par hotay hain. aam wajohaat hormonal Adam tawazun se le kar sangeen tibbi halaat tak hosakti hain. do baar aisay bhi hotay hain jab aap ki mahvari ka be qaida hona aam hota hai : jab yeh pehli baar shuru hota hai, aur jab rajunoorti/menopause ki muntaqili shuru hoti hai ."
my period is late what should i do?,"A lot of people experience late periods. They happen for many reasons other than pregnancy. Common causes can range from hormonal imbalances to serious medical conditions. There are also two times when it's typical for your period to be irregular: when it first begins, and when the menopause transition starts.",mere periods der se aye hain. Mujhe kya karna chahiye ?,"bohat se log der se mahvari ka tajurbah karte hain. woh hamal ke ilawa bohat si wajohaat ki bana par hotay hain. aam wajohaat hormonal Adam tawazun se le kar sangeen tibbi halaat tak hosakti hain. do baar aisay bhi hotay hain jab aap ki mahvari ka be qaida hona aam hota hai : jab yeh pehli baar shuru hota hai, aur jab rajunoorti/menopause ki muntaqili shuru hoti hai ."
hi,"Hello, how are you doing today?",hello,kya haal hai? aaj aap kaisi hain?
can we use pads in 2 days,It is important that you change your pad after 4 to 8 hours of use to ensure proper hygiene.,kya hum pehle 2 din mein pad istemaal kar saktay hain ?,Jee haan! Lekin yeh zaroori hai ke munasib hifzaan sehat ko yakeeni bananay ke liye aap 4 se 8 ghantay ke istemaal ke baad apna pad tabdeel karen .
hi,Hello! How can I help you today?,hello,hello! aaj mein aap ki madad kaisay kar sakti hon ?
during menstrual cycle can we take bath,You can shower from the first day till the last. Having a shower does not effect your period in any way.,mahvari ke douran hum ghusal kar sakte hain ?,aap pehlay din se aakhri din tak naha sakte hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .
what is the menstrual cycle is not regular what are would be the side effect regarding ut?,"Your period is irregular if it comes more frequently than 21 days, or you go 35 days or more between periods. For irregular periods there usually is no immediate reason to consult your doctor. But if you are concerned, please do so. If you need contraception your doctor can help you with that by prescribing you hormonal contraceptives which do not only reliably prevent unintended pregnancies but can also stabilize your menstrual cycle so that you can better plan for your periods. Sometimes irregular periods can be caused by some medicines, exercising too much, too low body weight, too high body weight, hormonal imbalances such as thyroid hormone level abnormalities can also cause irregular periods. Please consult with your doctor to get a proper diagnosis.",mahvari regular nah ho to is ke zimni asraat kya hon ge ?,"aap ki mahvari be qaida hai agar yeh 21 din se ziyada kasrat se aati hai, ya aap mahvari ke darmiyan 35 din ya is se ziyada jatay hain. Agar aisa na bhi ho toh aam tor par apne doctor se mahswara karne ki koi fori wajah nahi hoti. lekin agar aap fikar mand hain to barah karam aisa karen. agar aap ko maney hamal/contraception ki zaroorat ho to aap ka doctor aap ko hormonal maney hamal/contraception adwiyaat tajweez kar ke aap ki madad kar sakta hai jo nah sirf ghair iraadi hamal ko qabil aetmaad tareeqay se roktay hain balkay aap ke mahvari ko bhi mustahkam kar sakte hain taakay aap –apne mahvari ke liye behtar mansoobah bandi kar saken. baaz auqaat be qaida mahvari kuch adwiyaat ki wajah se hosakti hai, bohat ziyada werzish karna, bohat kam jismani wazan, bohat ziyada jismani wazan, hormonal Adam tawazun jaisay ke تھائیرائیڈ hormone ki satah ki ghayr-maa'mooli bhi be qaidgi ka sabab ban sakti hai. sahih tashkhees ke liye –apne doctor se rujoo karen ."
